event_id,store_id,campaign_id,product_code,base_price,promo_type,quantity_sold(before_promo),quantity_sold(after_promo),Revenue Before,Revenue After,IR,IR%,ISU,ISU%
115760,STMDU-2,CAMP_DIW_01,P07,300,BOGOF,43,147,12900,44100,31200,242%,251,584%
acf9c2,STCHE-4,CAMP_SAN_01,P01,172,33% OFF,235,329,40420,37913.96,-2506.04,-6%,94,40%
0c9f61,STBLR-7,CAMP_SAN_01,P03,200,BOGOF,433,1883,86600,376600,290000,335%,3333,770%
40baa1,STCBE-0,CAMP_SAN_01,P08,1190,BOGOF,42,167,49980,198730,148750,298%,292,695%
ba7fb5,STCHE-0,CAMP_DIW_01,P05,55,25% OFF,119,107,6545,4413.75,-2131.25,-33%,-12,-10%
555fcd,STVSK-3,CAMP_DIW_01,P13,350,BOGOF,57,178,19950,62300,42350,212%,299,525%
c649ca,STMYS-1,CAMP_SAN_01,P02,860,33% OFF,595,886,511700,510513.2,-1186.8,0%,291,49%
578a67,STBLR-2,CAMP_DIW_01,P11,190,50% OFF,101,131,19190,12445,-6745,-35%,30,30%
35701b,STVJD-0,CAMP_DIW_01,P04,290,25% OFF,192,188,55680,40890,-14790,-27%,-4,-2%
77c2be,STBLR-8,CAMP_DIW_01,P06,415,25% OFF,78,62,32370,19297.5,-13072.5,-40%,-16,-21%
8cd89f,STHYD-0,CAMP_SAN_01,P03,200,BOGOF,363,1408,72600,281600,209000,288%,2453,676%
21006,STVSK-2,CAMP_SAN_01,P03,200,BOGOF,192,754,38400,150800,112400,293%,1316,685%
1c3fb4,STMLR-1,CAMP_SAN_01,P02,860,33% OFF,237,327,203820,188417.4,-15402.6,-8%,90,38%
0e96b4,STCBE-4,CAMP_SAN_01,P14,1020,BOGOF,93,234,94860,238680,143820,152%,375,403%
3ea7d6,STMYS-0,CAMP_SAN_01,P15,3000,500 Cashback,105,173,315000,432500,117500,37%,68,65%
fb508c,STBLR-9,CAMP_DIW_01,P15,3000,500 Cashback,358,1070,1074000,2675000,1601000,149%,712,199%
d671d3,STVSK-1,CAMP_DIW_01,P12,62,50% OFF,91,113,5642,3503,-2139,-38%,22,24%
365da3,STCBE-1,CAMP_SAN_01,P06,415,25% OFF,21,15,8715,4668.75,-4046.25,-46%,-6,-29%
33da9a,STHYD-5,CAMP_DIW_01,P14,1020,BOGOF,54,183,55080,186660,131580,239%,312,578%
e391bc,STHYD-0,CAMP_DIW_01,P09,110,50% OFF,77,113,8470,6215,-2255,-27%,36,47%
cd4812,STMDU-3,CAMP_DIW_01,P07,300,BOGOF,47,162,14100,48600,34500,245%,277,589%
c4123e,STCHE-7,CAMP_DIW_01,P02,860,33% OFF,336,507,288960,292133.4,3173.4,1%,171,51%
933f7e,STCHE-7,CAMP_DIW_01,P07,300,BOGOF,71,282,21300,84600,63300,297%,493,694%
7c8fd1,STMYS-3,CAMP_DIW_01,P15,3000,500 Cashback,416,1472,1248000,3680000,2432000,195%,1056,254%
4cd232,STVJD-0,CAMP_DIW_01,P14,1020,BOGOF,28,92,28560,93840,65280,229%,156,557%
65a802,STMLR-1,CAMP_SAN_01,P05,55,25% OFF,13,10,715,412.5,-302.5,-42%,-3,-23%
ffdcb8,STHYD-6,CAMP_SAN_01,P02,860,33% OFF,454,644,390440,371072.8,-19367.2,-5%,190,42%
496b80,STHYD-4,CAMP_SAN_01,P15,3000,500 Cashback,118,253,354000,632500,278500,79%,135,114%
4001c4,STBLR-6,CAMP_SAN_01,P04,370,BOGOF,402,1652,148740,611240,462500,311%,2902,722%
84dbe3,STHYD-1,CAMP_SAN_01,P07,300,BOGOF,51,140,15300,42000,26700,175%,229,449%
45c35a,STHYD-5,CAMP_SAN_01,P11,190,50% OFF,54,76,10260,7220,-3040,-30%,22,41%
6d343d,STHYD-6,CAMP_DIW_01,P12,62,50% OFF,133,167,8246,5177,-3069,-37%,34,26%
a672df,STMDU-1,CAMP_SAN_01,P12,62,50% OFF,36,49,2232,1519,-713,-32%,13,36%
ba0b3e,STBLR-7,CAMP_SAN_01,P07,300,BOGOF,40,165,12000,49500,37500,313%,290,725%
5.23E+42,STCHE-5,CAMP_DIW_01,P15,3000,500 Cashback,388,1187,1164000,2967500,1803500,155%,799,206%
faeeb8,STHYD-2,CAMP_DIW_01,P09,110,50% OFF,80,107,8800,5885,-2915,-33%,27,34%
3adeb2,STMYS-0,CAMP_SAN_01,P14,1020,BOGOF,84,219,85680,223380,137700,161%,354,421%
a40872,STBLR-7,CAMP_DIW_01,P14,1020,BOGOF,47,189,47940,192780,144840,302%,331,704%
35e3ec,STMDU-1,CAMP_SAN_01,P07,300,BOGOF,40,154,12000,46200,34200,285%,268,670%
8a7e7e,STMYS-0,CAMP_SAN_01,P03,200,BOGOF,333,869,66600,173800,107200,161%,1405,422%
b4867e,STCHE-6,CAMP_SAN_01,P11,190,50% OFF,57,79,10830,7505,-3325,-31%,22,39%
cea0e2,STCHE-2,CAMP_DIW_01,P11,190,50% OFF,73,84,13870,7980,-5890,-42%,11,15%
a6a18f,STHYD-6,CAMP_SAN_01,P06,415,25% OFF,34,27,14110,8403.75,-5706.25,-40%,-7,-21%
1fcfc6,STVSK-0,CAMP_SAN_01,P11,190,50% OFF,31,46,5890,4370,-1520,-26%,15,48%
5dda21,STCBE-0,CAMP_SAN_01,P14,1020,BOGOF,69,274,70380,279480,209100,297%,479,694%
b5cd07,STVSK-3,CAMP_SAN_01,P01,172,33% OFF,222,275,38184,31691,-6493,-17%,53,24%
1a1edd,STBLR-7,CAMP_DIW_01,P03,156,25% OFF,343,301,53508,35217,-18291,-34%,-42,-12%
f682ec,STBLR-0,CAMP_SAN_01,P01,172,33% OFF,273,382,46956,44021.68,-2934.32,-6%,109,40%
693708,STBLR-3,CAMP_SAN_01,P03,200,BOGOF,454,1788,90800,357600,266800,294%,3122,688%
349c73,STCHE-2,CAMP_DIW_01,P14,1020,BOGOF,57,189,58140,192780,134640,232%,321,563%
50802a,STCHE-3,CAMP_DIW_01,P07,300,BOGOF,64,257,19200,77100,57900,302%,450,703%
e4b7e4,STHYD-6,CAMP_DIW_01,P09,110,50% OFF,78,102,8580,5610,-2970,-35%,24,31%
5bfb5e,STCBE-4,CAMP_DIW_01,P10,65,50% OFF,57,72,3705,2340,-1365,-37%,15,26%
6af3e0,STBLR-6,CAMP_SAN_01,P14,1020,BOGOF,103,444,105060,452880,347820,331%,785,762%
6b74c8,STBLR-5,CAMP_DIW_01,P15,3000,500 Cashback,379,1095,1137000,2737500,1600500,141%,716,189%
ec9948,STCBE-2,CAMP_DIW_01,P05,55,25% OFF,99,86,5445,3547.5,-1897.5,-35%,-13,-13%
c24879,STCBE-1,CAMP_SAN_01,P04,370,BOGOF,370,1439,136900,532430,395530,289%,2508,678%
3c0536,STBLR-4,CAMP_SAN_01,P03,200,BOGOF,415,1622,83000,324400,241400,291%,2829,682%
19bc3b,STMDU-1,CAMP_DIW_01,P09,110,50% OFF,47,62,5170,3410,-1760,-34%,15,32%
691b63,STCHE-6,CAMP_DIW_01,P15,3000,500 Cashback,432,1291,1296000,3227500,1931500,149%,859,199%
3ace0f,STVSK-2,CAMP_DIW_01,P09,110,50% OFF,64,98,7040,5390,-1650,-23%,34,53%
8cee6d,STCBE-3,CAMP_DIW_01,P14,1020,BOGOF,22,73,22440,74460,52020,232%,124,564%
1f03e5,STVJD-0,CAMP_DIW_01,P13,350,BOGOF,45,157,15750,54950,39200,249%,269,598%
d3227b,STMYS-2,CAMP_DIW_01,P04,290,25% OFF,343,312,99470,67860,-31610,-32%,-31,-9%
731f58,STMYS-0,CAMP_SAN_01,P05,55,25% OFF,28,22,1540,907.5,-632.5,-41%,-6,-21%
98e55f,STBLR-4,CAMP_DIW_01,P06,415,25% OFF,101,90,41915,28012.5,-13902.5,-33%,-11,-11%
dee3e9,STCBE-0,CAMP_SAN_01,P03,200,BOGOF,384,1509,76800,301800,225000,293%,2634,686%
3.59E+89,STBLR-3,CAMP_SAN_01,P06,415,25% OFF,22,16,9130,4980,-4150,-45%,-6,-27%
4c1375,STHYD-4,CAMP_DIW_01,P10,65,50% OFF,148,196,9620,6370,-3250,-34%,48,32%
480431,STVSK-2,CAMP_SAN_01,P04,370,BOGOF,408,1607,150960,594590,443630,294%,2806,688%
6d153f,STHYD-5,CAMP_SAN_01,P15,3000,500 Cashback,122,272,366000,680000,314000,86%,150,123%
508621,STCBE-2,CAMP_SAN_01,P02,860,33% OFF,508,751,436880,432726.2,-4153.8,-1%,243,48%
1fc58f,STMDU-1,CAMP_SAN_01,P01,172,33% OFF,244,334,41968,38490.16,-3477.84,-8%,90,37%
a25cbf,STCHE-2,CAMP_DIW_01,P04,290,25% OFF,295,289,85550,62857.5,-22692.5,-27%,-6,-2%
adf52a,STBLR-6,CAMP_DIW_01,P14,1020,BOGOF,47,179,47940,182580,134640,281%,311,662%
c9899d,STTRV-1,CAMP_DIW_01,P02,860,33% OFF,199,300,171140,172860,1720,1%,101,51%
17195,STCHE-4,CAMP_SAN_01,P11,190,50% OFF,45,64,8550,6080,-2470,-29%,19,42%
e875c6,STCBE-2,CAMP_DIW_01,P03,156,25% OFF,225,195,35100,22815,-12285,-35%,-30,-13%
69557f,STBLR-1,CAMP_DIW_01,P10,65,50% OFF,106,137,6890,4452.5,-2437.5,-35%,31,29%
65f85a,STBLR-7,CAMP_SAN_01,P12,62,50% OFF,58,92,3596,2852,-744,-21%,34,59%
f45be0,STCHE-2,CAMP_SAN_01,P05,55,25% OFF,25,23,1375,948.75,-426.25,-31%,-2,-8%
491ff2,STVJD-1,CAMP_SAN_01,P12,62,50% OFF,30,42,1860,1302,-558,-30%,12,40%
b7286f,STBLR-5,CAMP_SAN_01,P02,860,33% OFF,507,704,436020,405644.8,-30375.2,-7%,197,39%
45512d,STMYS-3,CAMP_SAN_01,P04,370,BOGOF,336,1434,124320,530580,406260,327%,2532,754%
edac38,STBLR-1,CAMP_DIW_01,P11,190,50% OFF,70,93,13300,8835,-4465,-34%,23,33%
4572a3,STCHE-1,CAMP_SAN_01,P11,190,50% OFF,48,55,9120,5225,-3895,-43%,7,15%
896c2a,STTRV-0,CAMP_DIW_01,P04,290,25% OFF,180,171,52200,37192.5,-15007.5,-29%,-9,-5%
308de6,STMDU-2,CAMP_DIW_01,P01,172,33% OFF,225,279,38700,32151.96,-6548.04,-17%,54,24%
4fc1b2,STCHE-2,CAMP_DIW_01,P08,1190,BOGOF,47,165,55930,196350,140420,251%,283,602%
a7fecb,STBLR-1,CAMP_SAN_01,P03,200,BOGOF,361,963,72200,192600,120400,167%,1565,434%
8564bb,STVSK-4,CAMP_SAN_01,P04,370,BOGOF,291,762,107670,281940,174270,162%,1233,424%
11ea6f,STMDU-2,CAMP_DIW_01,P04,290,25% OFF,271,243,78590,52852.5,-25737.5,-33%,-28,-10%
cca40f,STBLR-1,CAMP_SAN_01,P12,62,50% OFF,73,102,4526,3162,-1364,-30%,29,40%
f97b6d,STMLR-2,CAMP_DIW_01,P07,300,BOGOF,33,115,9900,34500,24600,248%,197,597%
69a3d2,STTRV-1,CAMP_SAN_01,P08,1190,BOGOF,24,92,28560,109480,80920,283%,160,667%
bdfb7d,STHYD-4,CAMP_SAN_01,P05,55,25% OFF,16,15,880,618.75,-261.25,-30%,-1,-6%
30f1c0,STVJD-1,CAMP_SAN_01,P07,300,BOGOF,22,88,6600,26400,19800,300%,154,700%
390df2,STBLR-0,CAMP_SAN_01,P06,415,25% OFF,31,26,12865,8092.5,-4772.5,-37%,-5,-16%
e0844a,STTRV-1,CAMP_DIW_01,P10,65,50% OFF,64,80,4160,2600,-1560,-38%,16,25%
0a0062,STHYD-4,CAMP_DIW_01,P12,62,50% OFF,110,146,6820,4526,-2294,-34%,36,33%
886ef2,STMLR-2,CAMP_DIW_01,P08,1190,BOGOF,22,73,26180,86870,60690,232%,124,564%
2ef46d,STMDU-0,CAMP_DIW_01,P02,860,33% OFF,278,430,239080,247766,8686,4%,152,55%
52d20e,STHYD-1,CAMP_DIW_01,P10,65,50% OFF,134,156,8710,5070,-3640,-42%,22,16%
785811,STCHE-0,CAMP_SAN_01,P10,50,25% OFF,25,20,1250,750,-500,-40%,-5,-20%
3952a0,STHYD-2,CAMP_SAN_01,P13,350,BOGOF,114,441,39900,154350,114450,287%,768,674%
ed2257,STBLR-2,CAMP_DIW_01,P01,172,33% OFF,358,529,61576,60961.96,-614.04,-1%,171,48%
02c389,STBLR-8,CAMP_DIW_01,P12,62,50% OFF,120,159,7440,4929,-2511,-34%,39,33%
a937e8,STMDU-3,CAMP_SAN_01,P14,1020,BOGOF,87,347,88740,353940,265200,299%,607,698%
aabcfb,STVSK-3,CAMP_SAN_01,P02,860,33% OFF,345,438,296700,252375.6,-44324.4,-15%,93,27%
5f8870,STMYS-1,CAMP_DIW_01,P13,350,BOGOF,70,270,24500,94500,70000,286%,470,671%
e207f7,STCHE-1,CAMP_DIW_01,P11,190,50% OFF,77,83,14630,7885,-6745,-46%,6,8%
9154f0,STCHE-4,CAMP_DIW_01,P11,190,50% OFF,91,123,17290,11685,-5605,-32%,32,35%
e24a3a,STVSK-1,CAMP_DIW_01,P07,300,BOGOF,49,170,14700,51000,36300,247%,291,594%
8c62ba,STVSK-0,CAMP_DIW_01,P01,172,33% OFF,161,265,27692,30538.6,2846.6,10%,104,65%
835bbe,STHYD-4,CAMP_SAN_01,P09,90,25% OFF,54,49,4860,3307.5,-1552.5,-32%,-5,-9%
4fe9ba,STVSK-2,CAMP_DIW_01,P07,300,BOGOF,45,150,13500,45000,31500,233%,255,567%
e2c5f7,STTRV-0,CAMP_DIW_01,P08,1190,BOGOF,31,102,36890,121380,84490,229%,173,558%
8f66c3,STMLR-1,CAMP_SAN_01,P01,172,33% OFF,126,175,21672,20167,-1505,-7%,49,39%
9871ea,STVSK-1,CAMP_SAN_01,P10,50,25% OFF,25,18,1250,675,-575,-46%,-7,-28%
b27f2a,STBLR-6,CAMP_SAN_01,P10,50,25% OFF,37,30,1850,1125,-725,-39%,-7,-19%
e88818,STCHE-7,CAMP_DIW_01,P06,415,25% OFF,82,79,34030,24588.75,-9441.25,-28%,-3,-4%
eae379,STVJD-0,CAMP_DIW_01,P01,172,33% OFF,161,231,27692,26620.44,-1071.56,-4%,70,43%
8937eb,STCHE-1,CAMP_DIW_01,P03,156,25% OFF,357,317,55692,37089,-18603,-33%,-40,-11%
718bb4,STHYD-2,CAMP_DIW_01,P12,62,50% OFF,129,165,7998,5115,-2883,-36%,36,28%
6f3721,STMDU-3,CAMP_SAN_01,P13,350,BOGOF,118,464,41300,162400,121100,293%,810,686%
366c89,STMDU-3,CAMP_SAN_01,P06,415,25% OFF,25,20,10375,6225,-4150,-40%,-5,-20%
a304b6,STHYD-3,CAMP_DIW_01,P03,156,25% OFF,285,222,44460,25974,-18486,-42%,-63,-22%
32d8f2,STCHE-5,CAMP_SAN_01,P05,55,25% OFF,31,26,1705,1072.5,-632.5,-37%,-5,-16%
2f0b42,STVSK-1,CAMP_SAN_01,P01,172,33% OFF,213,302,36636,34802.48,-1833.52,-5%,89,42%
c0929c,STHYD-0,CAMP_SAN_01,P05,55,25% OFF,18,14,990,577.5,-412.5,-42%,-4,-22%
86196b,STTRV-0,CAMP_SAN_01,P06,415,25% OFF,13,11,5395,3423.75,-1971.25,-37%,-2,-15%
e621c9,STMLR-0,CAMP_SAN_01,P11,190,50% OFF,27,39,5130,3705,-1425,-28%,12,44%
bb77b1,STMYS-3,CAMP_DIW_01,P14,1020,BOGOF,54,206,55080,210120,155040,281%,358,663%
811007,STBLR-9,CAMP_SAN_01,P05,55,25% OFF,27,25,1485,1031.25,-453.75,-31%,-2,-7%
c405b3,STCBE-2,CAMP_DIW_01,P04,290,25% OFF,252,221,73080,48067.5,-25012.5,-34%,-31,-12%
2.36E+34,STMDU-1,CAMP_DIW_01,P11,190,50% OFF,52,65,9880,6175,-3705,-38%,13,25%
1490b8,STMDU-2,CAMP_SAN_01,P04,370,BOGOF,361,1397,133570,516890,383320,287%,2433,674%
cc5ed4,STMYS-2,CAMP_DIW_01,P03,156,25% OFF,444,395,69264,46215,-23049,-33%,-49,-11%
583386,STBLR-9,CAMP_SAN_01,P08,1190,BOGOF,63,254,74970,302260,227290,303%,445,706%
ebc2d2,STVSK-4,CAMP_DIW_01,P06,415,25% OFF,70,53,29050,16496.25,-12553.75,-43%,-17,-24%
7d3d63,STCHE-1,CAMP_DIW_01,P13,350,BOGOF,68,205,23800,71750,47950,201%,342,503%
6ebca9,STTRV-0,CAMP_SAN_01,P13,350,BOGOF,60,240,21000,84000,63000,300%,420,700%
48d526,STCHE-7,CAMP_SAN_01,P15,3000,500 Cashback,115,332,345000,830000,485000,141%,217,189%
716abd,STMYS-1,CAMP_SAN_01,P08,1190,BOGOF,54,238,64260,283220,218960,341%,422,781%
fa0c0c,STCBE-1,CAMP_DIW_01,P13,350,BOGOF,40,132,14000,46200,32200,230%,224,560%
c15780,STVJD-1,CAMP_SAN_01,P04,370,BOGOF,183,708,67710,261960,194250,287%,1233,674%
e17280,STVSK-2,CAMP_DIW_01,P08,1190,BOGOF,38,129,45220,153510,108290,239%,220,579%
388a78,STMDU-0,CAMP_SAN_01,P03,200,BOGOF,307,1277,61400,255400,194000,316%,2247,732%
e116d8,STVSK-4,CAMP_DIW_01,P12,62,50% OFF,98,133,6076,4123,-1953,-32%,35,36%
9cf38e,STCBE-3,CAMP_SAN_01,P09,90,25% OFF,40,32,3600,2160,-1440,-40%,-8,-20%
e97ac0,STTRV-0,CAMP_SAN_01,P12,62,50% OFF,22,30,1364,930,-434,-32%,8,36%
02fe6a,STMLR-1,CAMP_DIW_01,P04,290,25% OFF,152,133,44080,28927.5,-15152.5,-34%,-19,-13%
a34aa4,STBLR-5,CAMP_DIW_01,P03,156,25% OFF,369,332,57564,38844,-18720,-33%,-37,-10%
7f1521,STMYS-1,CAMP_SAN_01,P05,55,25% OFF,19,14,1045,577.5,-467.5,-45%,-5,-26%
8d14e2,STBLR-8,CAMP_DIW_01,P05,55,25% OFF,105,82,5775,3382.5,-2392.5,-41%,-23,-22%
7a22bc,STBLR-6,CAMP_DIW_01,P01,172,33% OFF,283,492,48676,56698.08,8022.08,16%,209,74%
32c24e,STBLR-8,CAMP_DIW_01,P02,860,33% OFF,392,568,337120,327281.6,-9838.4,-3%,176,45%
966652,STCBE-3,CAMP_DIW_01,P05,55,25% OFF,64,55,3520,2268.75,-1251.25,-36%,-9,-14%
acaff0,STHYD-0,CAMP_DIW_01,P12,62,50% OFF,133,195,8246,6045,-2201,-27%,62,47%
b91c31,STMYS-1,CAMP_DIW_01,P05,55,25% OFF,89,71,4895,2928.75,-1966.25,-40%,-18,-20%
05e55f,STBLR-0,CAMP_SAN_01,P03,200,BOGOF,415,1759,83000,351800,268800,324%,3103,748%
108d5a,STCBE-0,CAMP_DIW_01,P14,1020,BOGOF,29,101,29580,103020,73440,248%,173,597%
160abb,STCBE-3,CAMP_SAN_01,P02,860,33% OFF,336,534,288960,307690.8,18730.8,6%,198,59%
613571,STTRV-1,CAMP_DIW_01,P15,3000,500 Cashback,168,514,504000,1285000,781000,155%,346,206%
fea4be,STMYS-3,CAMP_SAN_01,P07,300,BOGOF,30,129,9000,38700,29700,330%,228,760%
d33301,STHYD-0,CAMP_DIW_01,P05,55,25% OFF,98,88,5390,3630,-1760,-33%,-10,-10%
675714,STCBE-3,CAMP_DIW_01,P13,350,BOGOF,61,201,21350,70350,49000,230%,341,559%
4cefe1,STMYS-1,CAMP_DIW_01,P12,62,50% OFF,127,185,7874,5735,-2139,-27%,58,46%
34395c,STBLR-0,CAMP_DIW_01,P15,3000,500 Cashback,434,1514,1302000,3785000,2483000,191%,1080,249%
90b5b0,STBLR-3,CAMP_SAN_01,P05,55,25% OFF,25,18,1375,742.5,-632.5,-46%,-7,-28%
6e79d3,STBLR-2,CAMP_SAN_01,P04,370,BOGOF,373,1439,138010,532430,394420,286%,2505,672%
79bfae,STMYS-2,CAMP_DIW_01,P10,65,50% OFF,134,182,8710,5915,-2795,-32%,48,36%
5202ed,STBLR-4,CAMP_DIW_01,P03,156,25% OFF,306,275,47736,32175,-15561,-33%,-31,-10%
e31e72,STHYD-4,CAMP_SAN_01,P10,50,25% OFF,33,31,1650,1162.5,-487.5,-30%,-2,-6%
3131b7,STMYS-3,CAMP_SAN_01,P09,90,25% OFF,54,45,4860,3037.5,-1822.5,-38%,-9,-17%
d134e0,STBLR-3,CAMP_DIW_01,P15,3000,500 Cashback,442,1365,1326000,3412500,2086500,157%,923,209%
605f5e,STVJD-0,CAMP_DIW_01,P06,415,25% OFF,52,50,21580,15562.5,-6017.5,-28%,-2,-4%
d622c3,STHYD-0,CAMP_SAN_01,P10,50,25% OFF,25,20,1250,750,-500,-40%,-5,-20%
fc3573,STMYS-2,CAMP_SAN_01,P08,1190,BOGOF,61,163,72590,193970,121380,167%,265,434%
d4b484,STHYD-2,CAMP_DIW_01,P10,65,50% OFF,140,186,9100,6045,-3055,-34%,46,33%
9c5d5a,STMDU-1,CAMP_DIW_01,P02,860,33% OFF,308,455,264880,262171,-2709,-1%,147,48%
1507,STMDU-3,CAMP_DIW_01,P09,110,50% OFF,57,61,6270,3355,-2915,-46%,4,7%
91fec3,STMYS-1,CAMP_DIW_01,P06,415,25% OFF,101,79,41915,24588.75,-17326.25,-41%,-22,-22%
66c422,STBLR-5,CAMP_DIW_01,P07,300,BOGOF,66,227,19800,68100,48300,244%,388,588%
0e888c,STVSK-3,CAMP_DIW_01,P02,860,33% OFF,274,334,235640,192450.8,-43189.2,-18%,60,22%
fe72b2,STHYD-3,CAMP_SAN_01,P13,350,BOGOF,133,337,46550,117950,71400,153%,541,407%
baecfe,STVJD-0,CAMP_SAN_01,P12,62,50% OFF,31,43,1922,1333,-589,-31%,12,39%
261bd6,STCHE-0,CAMP_DIW_01,P02,860,33% OFF,308,452,264880,260442.4,-4437.6,-2%,144,47%
85e08f,STVSK-4,CAMP_DIW_01,P08,1190,BOGOF,50,152,59500,180880,121380,204%,254,508%
73564c,STBLR-5,CAMP_SAN_01,P11,190,50% OFF,43,63,8170,5985,-2185,-27%,20,47%
316f12,STHYD-6,CAMP_SAN_01,P05,55,25% OFF,33,27,1815,1113.75,-701.25,-39%,-6,-18%
eb3ac8,STHYD-0,CAMP_SAN_01,P06,415,25% OFF,42,34,17430,10582.5,-6847.5,-39%,-8,-19%
930325,STTRV-0,CAMP_SAN_01,P09,90,25% OFF,31,28,2790,1890,-900,-32%,-3,-10%
292d0a,STMDU-0,CAMP_SAN_01,P01,172,33% OFF,219,304,37668,35032.96,-2635.04,-7%,85,39%
d4fced,STHYD-0,CAMP_SAN_01,P13,350,BOGOF,132,520,46200,182000,135800,294%,908,688%
da3d1d,STVSK-2,CAMP_DIW_01,P06,415,25% OFF,78,69,32370,21476.25,-10893.75,-34%,-9,-12%
73f158,STHYD-2,CAMP_SAN_01,P14,1020,BOGOF,118,459,120360,468180,347820,289%,800,678%
b8c7c8,STHYD-6,CAMP_SAN_01,P10,50,25% OFF,31,26,1550,975,-575,-37%,-5,-16%
141aea,STCHE-7,CAMP_SAN_01,P14,1020,BOGOF,111,493,113220,502860,389640,344%,875,788%
42ba27,STBLR-2,CAMP_DIW_01,P05,55,25% OFF,115,101,6325,4166.25,-2158.75,-34%,-14,-12%
870b25,STMYS-0,CAMP_SAN_01,P04,370,BOGOF,418,1116,154660,412920,258260,167%,1814,434%
e3929b,STMYS-0,CAMP_DIW_01,P12,62,50% OFF,98,128,6076,3968,-2108,-35%,30,31%
6562df,STCBE-1,CAMP_SAN_01,P14,1020,BOGOF,78,310,79560,316200,236640,297%,542,695%
fe94ae,STMYS-1,CAMP_SAN_01,P04,370,BOGOF,450,1984,166500,734080,567580,341%,3518,782%
66b7cc,STCHE-3,CAMP_DIW_01,P13,350,BOGOF,82,328,28700,114800,86100,300%,574,700%
3d7dc9,STCHE-1,CAMP_DIW_01,P10,65,50% OFF,127,133,8255,4322.5,-3932.5,-48%,6,5%
5.40E+190,STBLR-0,CAMP_DIW_01,P02,860,33% OFF,362,535,311320,308267,-3053,-1%,173,48%
1d8f76,STMYS-0,CAMP_DIW_01,P01,172,33% OFF,301,433,51772,49898.92,-1873.08,-4%,132,44%
4e7ca5,STMYS-1,CAMP_DIW_01,P07,300,BOGOF,54,219,16200,65700,49500,306%,384,711%
1bb04d,STCBE-3,CAMP_SAN_01,P01,172,33% OFF,240,355,41280,40910.2,-369.8,-1%,115,48%
793873,STVSK-2,CAMP_DIW_01,P03,156,25% OFF,248,225,38688,26325,-12363,-32%,-23,-9%
536fbf,STMLR-2,CAMP_DIW_01,P15,3000,500 Cashback,217,659,651000,1647500,996500,153%,442,204%
b68b77,STCBE-0,CAMP_SAN_01,P01,172,33% OFF,244,368,41968,42408.32,440.32,1%,124,51%
434698,STVSK-0,CAMP_SAN_01,P12,62,50% OFF,39,63,2418,1953,-465,-19%,24,62%
021d48,STMLR-2,CAMP_SAN_01,P14,1020,BOGOF,61,243,62220,247860,185640,298%,425,697%
a386d9,STCHE-2,CAMP_SAN_01,P09,90,25% OFF,54,50,4860,3375,-1485,-31%,-4,-7%
b46d32,STMDU-1,CAMP_SAN_01,P04,370,BOGOF,337,1337,124690,494690,370000,297%,2337,693%
3af058,STVSK-3,CAMP_DIW_01,P07,300,BOGOF,36,108,10800,32400,21600,200%,180,500%
0efde2,STCHE-7,CAMP_SAN_01,P03,200,BOGOF,448,1895,89600,379000,289400,323%,3342,746%
80be79,STBLR-4,CAMP_SAN_01,P08,1190,BOGOF,39,156,46410,185640,139230,300%,273,700%
879d9a,STBLR-2,CAMP_DIW_01,P15,3000,500 Cashback,318,915,954000,2287500,1333500,140%,597,188%
742ad5,STBLR-4,CAMP_DIW_01,P02,860,33% OFF,357,549,307020,316333.8,9313.8,3%,192,54%
b2270b,STHYD-0,CAMP_DIW_01,P07,300,BOGOF,52,173,15600,51900,36300,233%,294,565%
2e0f86,STMDU-2,CAMP_DIW_01,P12,62,50% OFF,71,80,4402,2480,-1922,-44%,9,13%
d85264,STMLR-1,CAMP_SAN_01,P07,300,BOGOF,30,120,9000,36000,27000,300%,210,700%
34e00a,STCBE-1,CAMP_DIW_01,P11,190,50% OFF,61,65,11590,6175,-5415,-47%,4,7%
e918c8,STBLR-4,CAMP_SAN_01,P09,90,25% OFF,66,56,5940,3780,-2160,-36%,-10,-15%
05d8e7,STMYS-1,CAMP_SAN_01,P12,62,50% OFF,45,71,2790,2201,-589,-21%,26,58%
a0da88,STMLR-2,CAMP_DIW_01,P03,156,25% OFF,204,175,31824,20475,-11349,-36%,-29,-14%
4c7359,STVSK-2,CAMP_SAN_01,P09,90,25% OFF,43,35,3870,2362.5,-1507.5,-39%,-8,-19%
f30579,STBLR-9,CAMP_DIW_01,P02,860,33% OFF,337,488,289820,281185.6,-8634.4,-3%,151,45%
bed4b4,STMLR-1,CAMP_SAN_01,P10,50,25% OFF,13,10,650,375,-275,-42%,-3,-23%
c8035e,STCHE-3,CAMP_SAN_01,P13,350,BOGOF,122,529,42700,185150,142450,334%,936,767%
8819fd,STBLR-2,CAMP_DIW_01,P04,290,25% OFF,350,304,101500,66120,-35380,-35%,-46,-13%
6639a5,STMDU-0,CAMP_SAN_01,P07,300,BOGOF,31,130,9300,39000,29700,319%,229,739%
dc23bb,STVSK-0,CAMP_DIW_01,P08,1190,BOGOF,42,145,49980,172550,122570,245%,248,590%
df4373,STMDU-2,CAMP_SAN_01,P07,300,BOGOF,33,128,9900,38400,28500,288%,223,676%
7c09bf,STVSK-4,CAMP_SAN_01,P10,50,25% OFF,21,15,1050,562.5,-487.5,-46%,-6,-29%
8f512d,STCBE-3,CAMP_SAN_01,P04,370,BOGOF,364,1434,134680,530580,395900,294%,2504,688%
