event_id,store_id,campaign_id,product_code,Category,base_price,promo_type,quantity_sold(before_promo),quantity_sold(after_promo),Revenue Before,Revenue After,IR,IR%,ISU,ISU%
4e0e90,STVSK-2,CAMP_DIW_01,P12,Personal Care,62,50% OFF,80,124,"? 4,960","? 3,844","-? 1,116",-23%,44,55%
9155d1,STTRV-1,CAMP_DIW_01,P11,Personal Care,190,50% OFF,33,43,"? 6,270","? 4,085","-? 2,185",-35%,10,30%
f1421a,STMDU-2,CAMP_SAN_01,P09,Personal Care,90,25% OFF,49,39,"? 4,410","? 2,633","-? 1,778",-40%,-10,-20%
fb29d7,STMYS-3,CAMP_SAN_01,P06,Home Care,415,25% OFF,28,23,"? 11,620","? 7,159","-? 4,461",-38%,-5,-18%
18c9f4,STBLR-1,CAMP_DIW_01,P03,Grocery & Staples,156,25% OFF,385,369,"? 60,060","? 43,173","-? 16,887",-28%,-16,-4%
2abe5e,STCHE-6,CAMP_SAN_01,P06,Home Care,415,25% OFF,40,28,"? 16,600","? 8,715","-? 7,885",-48%,-12,-30%
4a77da,STMLR-0,CAMP_SAN_01,P02,Grocery & Staples,860,33% OFF,243,332,"? 2,08,980","? 1,91,298","-? 17,682",-8%,89,37%
d46611,STMLR-2,CAMP_DIW_01,P05,Home Care,55,25% OFF,47,40,"? 2,585","? 1,650",-? 935,-36%,-7,-15%
30b66a,STBLR-7,CAMP_DIW_01,P11,Personal Care,190,50% OFF,84,131,"? 15,960","? 12,445","-? 3,515",-22%,47,56%
e0a83a,STBLR-8,CAMP_DIW_01,P07,Home Care,300,BOGOF,63,221,"? 18,900","? 66,300","? 47,400",251%,379,602%
e78335,STMDU-1,CAMP_DIW_01,P03,Grocery & Staples,156,25% OFF,281,244,"? 43,836","? 28,548","-? 15,288",-35%,-37,-13%
a16acc,STBLR-4,CAMP_SAN_01,P11,Personal Care,190,50% OFF,43,59,"? 8,170","? 5,605","-? 2,565",-31%,16,37%
250dee,STCHE-0,CAMP_SAN_01,P01,Grocery & Staples,172,33% OFF,237,341,"? 40,764","? 39,297","-? 1,467",-4%,104,44%
62769f,STMDU-3,CAMP_SAN_01,P05,Home Care,55,25% OFF,16,12,? 880,? 495,-? 385,-44%,-4,-25%
8d7458,STCBE-1,CAMP_DIW_01,P12,Personal Care,62,50% OFF,98,109,"? 6,076","? 3,379","-? 2,697",-44%,11,11%
6bf19b,STTRV-1,CAMP_DIW_01,P04,Grocery & Staples,290,25% OFF,169,160,"? 49,010","? 34,800","-? 14,210",-29%,-9,-5%
10a8b7,STMYS-2,CAMP_SAN_01,P12,Personal Care,62,50% OFF,61,87,"? 3,782","? 2,697","-? 1,085",-29%,26,43%
bcffbb,STCBE-0,CAMP_DIW_01,P11,Personal Care,190,50% OFF,36,56,"? 6,840","? 5,320","-? 1,520",-22%,20,56%
bea96f,STVSK-2,CAMP_SAN_01,P14,Home Appliances,1020,BOGOF,64,250,"? 65,280","? 2,55,000","? 1,89,720",291%,436,681%
ebd35e,STBLR-8,CAMP_DIW_01,P04,Grocery & Staples,290,25% OFF,323,251,"? 93,670","? 54,593","-? 39,078",-42%,-72,-22%
b7f012,STMYS-2,CAMP_SAN_01,P15,Combo1,3000,500 Cashback,118,208,"? 3,54,000","? 5,20,000","? 1,66,000",47%,90,76%
b79118,STVSK-3,CAMP_DIW_01,P04,Grocery & Staples,290,25% OFF,236,210,"? 68,440","? 45,675","-? 22,765",-33%,-26,-11%
657a95,STCHE-4,CAMP_DIW_01,P12,Personal Care,62,50% OFF,126,168,"? 7,812","? 5,208","-? 2,604",-33%,42,33%
f41ca1,STCBE-2,CAMP_DIW_01,P07,Home Care,300,BOGOF,42,166,"? 12,600","? 49,800","? 37,200",295%,290,690%
4d8607,STCHE-0,CAMP_DIW_01,P03,Grocery & Staples,156,25% OFF,323,293,"? 50,388","? 34,281","-? 16,107",-32%,-30,-9%
ffcda1,STVJD-0,CAMP_DIW_01,P11,Personal Care,190,50% OFF,42,55,"? 7,980","? 5,225","-? 2,755",-35%,13,31%
c6e3ae,STCHE-0,CAMP_SAN_01,P13,Home Appliances,350,BOGOF,117,457,"? 40,950","? 1,59,950","? 1,19,000",291%,797,681%
a9d059,STCHE-7,CAMP_DIW_01,P14,Home Appliances,1020,BOGOF,50,202,"? 51,000","? 2,06,040","? 1,55,040",304%,354,708%
f21f4c,STVSK-3,CAMP_DIW_01,P09,Personal Care,110,50% OFF,50,58,"? 5,500","? 3,190","-? 2,310",-42%,8,16%
de0a50,STCHE-7,CAMP_SAN_01,P05,Home Care,55,25% OFF,28,26,"? 1,540","? 1,073",-? 468,-30%,-2,-7%
eae38f,STVJD-1,CAMP_SAN_01,P13,Home Appliances,350,BOGOF,73,286,"? 25,550","? 1,00,100","? 74,550",292%,499,684%
1c7c7f,STBLR-8,CAMP_DIW_01,P14,Home Appliances,1020,BOGOF,52,178,"? 53,040","? 1,81,560","? 1,28,520",242%,304,585%
7f6f08,STBLR-7,CAMP_SAN_01,P05,Home Care,55,25% OFF,24,20,"? 1,320",? 825,-? 495,-38%,-4,-17%
f63299,STVSK-0,CAMP_DIW_01,P02,Grocery & Staples,860,33% OFF,301,526,"? 2,58,860","? 3,03,081","? 44,221",17%,225,75%
cfeac1,STHYD-6,CAMP_SAN_01,P14,Home Appliances,1020,BOGOF,100,396,"? 1,02,000","? 4,03,920","? 3,01,920",296%,692,692%
15b3a7,STMYS-3,CAMP_DIW_01,P05,Home Care,55,25% OFF,94,84,"? 5,170","? 3,465","-? 1,705",-33%,-10,-11%
8e6e77,STBLR-0,CAMP_SAN_01,P08,Home Care,1190,BOGOF,37,156,"? 44,030","? 1,85,640","? 1,41,610",322%,275,743%
fc2f67,STBLR-5,CAMP_SAN_01,P06,Home Care,415,25% OFF,34,27,"? 14,110","? 8,404","-? 5,706",-40%,-7,-21%
ac6273,STHYD-2,CAMP_DIW_01,P01,Grocery & Staples,172,33% OFF,281,435,"? 48,332","? 50,129","? 1,797",4%,154,55%
e5804e,STHYD-0,CAMP_DIW_01,P01,Grocery & Staples,172,33% OFF,316,521,"? 54,352","? 60,040","? 5,688",10%,205,65%
32b8a7,STBLR-2,CAMP_DIW_01,P03,Grocery & Staples,156,25% OFF,378,343,"? 58,968","? 40,131","-? 18,837",-32%,-35,-9%
3f2255,STBLR-3,CAMP_DIW_01,P02,Grocery & Staples,860,33% OFF,381,563,"? 3,27,660","? 3,24,401","-? 3,259",-1%,182,48%
75f9b8,STCHE-4,CAMP_SAN_01,P06,Home Care,415,25% OFF,27,22,"? 11,205","? 6,848","-? 4,358",-39%,-5,-19%
df380c,STBLR-5,CAMP_SAN_01,P05,Home Care,55,25% OFF,25,21,"? 1,375",? 866,-? 509,-37%,-4,-16%
3a1cad,STMDU-3,CAMP_DIW_01,P12,Personal Care,62,50% OFF,87,93,"? 5,394","? 2,883","-? 2,511",-47%,6,7%
d730ac,STCHE-0,CAMP_SAN_01,P06,Home Care,415,25% OFF,31,26,"? 12,865","? 8,093","-? 4,773",-37%,-5,-16%
8aa62d,STCHE-2,CAMP_SAN_01,P12,Personal Care,62,50% OFF,67,74,"? 4,154","? 2,294","-? 1,860",-45%,7,10%
fd788c,STVSK-1,CAMP_DIW_01,P11,Personal Care,190,50% OFF,43,58,"? 8,170","? 5,510","-? 2,660",-33%,15,35%
fb9e95,STBLR-5,CAMP_DIW_01,P12,Personal Care,62,50% OFF,141,179,"? 8,742","? 5,549","-? 3,193",-37%,38,27%
cefb49,STMYS-3,CAMP_DIW_01,P02,Grocery & Staples,860,33% OFF,322,386,"? 2,76,920","? 2,22,413","-? 54,507",-20%,64,20%
f0365e,STCHE-2,CAMP_DIW_01,P09,Personal Care,110,50% OFF,85,90,"? 9,350","? 4,950","-? 4,400",-47%,5,6%
1809f2,STVSK-4,CAMP_SAN_01,P06,Home Care,415,25% OFF,22,15,"? 9,130","? 4,669","-? 4,461",-49%,-7,-32%
2e3594,STMDU-0,CAMP_DIW_01,P13,Home Appliances,350,BOGOF,61,237,"? 21,350","? 82,950","? 61,600",289%,413,677%
e0ef00,STBLR-9,CAMP_SAN_01,P03,Grocery & Staples,200,BOGOF,309,1226,"? 61,800","? 2,45,200","? 1,83,400",297%,2143,694%
46917a,STVSK-3,CAMP_DIW_01,P12,Personal Care,62,50% OFF,105,115,"? 6,510","? 3,565","-? 2,945",-45%,10,10%
63a2d2,STCHE-3,CAMP_DIW_01,P08,Home Care,1190,BOGOF,47,186,"? 55,930","? 2,21,340","? 1,65,410",296%,325,691%
6ae178,STCHE-7,CAMP_SAN_01,P10,Personal Care,50,25% OFF,30,28,"? 1,500","? 1,050",-? 450,-30%,-2,-7%
367e8d,STCBE-2,CAMP_SAN_01,P07,Home Care,300,BOGOF,30,123,"? 9,000","? 36,900","? 27,900",310%,216,720%
0a3c5c,STMDU-1,CAMP_DIW_01,P13,Home Appliances,350,BOGOF,47,163,"? 16,450","? 57,050","? 40,600",247%,279,594%
d1bfe5,STMDU-2,CAMP_DIW_01,P02,Grocery & Staples,860,33% OFF,301,385,"? 2,58,860","? 2,21,837","-? 37,023",-14%,84,28%
9faad8,STHYD-0,CAMP_SAN_01,P09,Personal Care,90,25% OFF,54,44,"? 4,860","? 2,970","-? 1,890",-39%,-10,-19%
5947fb,STBLR-9,CAMP_SAN_01,P15,Combo1,3000,500 Cashback,118,251,"? 3,54,000","? 6,27,500","? 2,73,500",77%,133,113%
e7f270,STVSK-0,CAMP_SAN_01,P01,Grocery & Staples,172,33% OFF,211,322,"? 36,292","? 37,107",? 815,2%,111,53%
06749d,STMDU-2,CAMP_DIW_01,P09,Personal Care,110,50% OFF,47,54,"? 5,170","? 2,970","-? 2,200",-43%,7,15%
eb4f04,STMLR-0,CAMP_SAN_01,P15,Combo1,3000,500 Cashback,54,89,"? 1,62,000","? 2,22,500","? 60,500",37%,35,65%
ff9fa7,STBLR-9,CAMP_SAN_01,P06,Home Care,415,25% OFF,43,40,"? 17,845","? 12,450","-? 5,395",-30%,-3,-7%
669d35,STCHE-1,CAMP_DIW_01,P12,Personal Care,62,50% OFF,108,124,"? 6,696","? 3,844","-? 2,852",-43%,16,15%
546cc3,STHYD-3,CAMP_SAN_01,P01,Grocery & Staples,172,33% OFF,312,483,"? 53,664","? 55,661","? 1,997",4%,171,55%
e7bb4f,STMDU-2,CAMP_DIW_01,P13,Home Appliances,350,BOGOF,45,148,"? 15,750","? 51,800","? 36,050",229%,251,558%
c4006c,STCBE-3,CAMP_DIW_01,P15,Combo1,3000,500 Cashback,243,724,"? 7,29,000","? 18,10,000","? 10,81,000",148%,481,198%
8e1636,STBLR-4,CAMP_SAN_01,P15,Combo1,3000,500 Cashback,109,249,"? 3,27,000","? 6,22,500","? 2,95,500",90%,140,128%
284539,STCHE-3,CAMP_SAN_01,P03,Grocery & Staples,200,BOGOF,384,1678,"? 76,800","? 3,35,600","? 2,58,800",337%,2972,774%
84aa9b,STCHE-0,CAMP_SAN_01,P02,Grocery & Staples,860,33% OFF,424,580,"? 3,64,640","? 3,34,196","-? 30,444",-8%,156,37%
fe1a8b,STBLR-8,CAMP_SAN_01,P15,Combo1,3000,500 Cashback,126,278,"? 3,78,000","? 6,95,000","? 3,17,000",84%,152,121%
440bd9,STBLR-0,CAMP_SAN_01,P13,Home Appliances,350,BOGOF,129,528,"? 45,150","? 1,84,800","? 1,39,650",309%,927,719%
63ef11,STCBE-4,CAMP_SAN_01,P09,Personal Care,90,25% OFF,46,38,"? 4,140","? 2,565","-? 1,575",-38%,-8,-17%
0312a8,STCHE-7,CAMP_DIW_01,P15,Combo1,3000,500 Cashback,393,1375,"? 11,79,000","? 34,37,500","? 22,58,500",192%,982,250%
4b8e08,STHYD-1,CAMP_SAN_01,P11,Personal Care,190,50% OFF,37,41,"? 7,030","? 3,895","-? 3,135",-45%,4,11%
b94bda,STMYS-0,CAMP_DIW_01,P13,Home Appliances,350,BOGOF,56,168,"? 19,600","? 58,800","? 39,200",200%,280,500%
0c0339,STHYD-2,CAMP_DIW_01,P07,Home Care,300,BOGOF,64,211,"? 19,200","? 63,300","? 44,100",230%,358,559%
c5176d,STCBE-2,CAMP_SAN_01,P01,Grocery & Staples,172,33% OFF,196,307,"? 33,712","? 35,379","? 1,667",5%,111,57%
b5b0f5,STCBE-0,CAMP_SAN_01,P02,Grocery & Staples,860,33% OFF,399,586,"? 3,43,140","? 3,37,653","-? 5,487",-2%,187,47%
66f526,STVJD-0,CAMP_SAN_01,P10,Personal Care,50,25% OFF,18,16,? 900,? 600,-? 300,-33%,-2,-11%
3153d6,STCBE-4,CAMP_SAN_01,P02,Grocery & Staples,860,33% OFF,396,558,"? 3,40,560","? 3,21,520","-? 19,040",-6%,162,41%
a3caaa,STCHE-0,CAMP_DIW_01,P10,Personal Care,65,50% OFF,126,167,"? 8,190","? 5,428","-? 2,763",-34%,41,33%
2c7cc7,STBLR-1,CAMP_SAN_01,P10,Personal Care,50,25% OFF,28,24,"? 1,400",? 900,-? 500,-36%,-4,-14%
bed694,STTRV-1,CAMP_SAN_01,P10,Personal Care,50,25% OFF,15,14,? 750,? 525,-? 225,-30%,-1,-7%
817b4f,STCHE-5,CAMP_DIW_01,P11,Personal Care,190,50% OFF,78,92,"? 14,820","? 8,740","-? 6,080",-41%,14,18%
d0daaa,STMDU-1,CAMP_SAN_01,P14,Home Appliances,1020,BOGOF,63,244,"? 64,260","? 2,48,880","? 1,84,620",287%,425,675%
bb974d,STBLR-2,CAMP_SAN_01,P03,Grocery & Staples,200,BOGOF,307,1200,"? 61,400","? 2,40,000","? 1,78,600",291%,2093,682%
e025ee,STVSK-1,CAMP_SAN_01,P07,Home Care,300,BOGOF,27,107,"? 8,100","? 32,100","? 24,000",296%,187,693%
0f5588,STMYS-3,CAMP_DIW_01,P03,Grocery & Staples,156,25% OFF,378,332,"? 58,968","? 38,844","-? 20,124",-34%,-46,-12%
2e0950,STBLR-0,CAMP_DIW_01,P05,Home Care,55,25% OFF,133,114,"? 7,315","? 4,703","-? 2,613",-36%,-19,-14%
62e500,STCHE-7,CAMP_DIW_01,P01,Grocery & Staples,172,33% OFF,346,505,"? 59,512","? 58,196","-? 1,316",-2%,159,46%
37cb7c,STCHE-0,CAMP_DIW_01,P13,Home Appliances,350,BOGOF,61,203,"? 21,350","? 71,050","? 49,700",233%,345,566%
543c36,STHYD-4,CAMP_SAN_01,P07,Home Care,300,BOGOF,58,225,"? 17,400","? 67,500","? 50,100",288%,392,676%
d41d53,STCHE-5,CAMP_DIW_01,P01,Grocery & Staples,172,33% OFF,334,424,"? 57,448","? 48,862","-? 8,586",-15%,90,27%
5f65df,STCHE-2,CAMP_SAN_01,P13,Home Appliances,350,BOGOF,105,423,"? 36,750","? 1,48,050","? 1,11,300",303%,741,706%
9acfa3,STCHE-0,CAMP_DIW_01,P12,Personal Care,62,50% OFF,115,154,"? 7,130","? 4,774","-? 2,356",-33%,39,34%
f94d7b,STMDU-2,CAMP_SAN_01,P13,Home Appliances,350,BOGOF,96,377,"? 33,600","? 1,31,950","? 98,350",293%,658,685%
75f30e,STCHE-2,CAMP_SAN_01,P15,Combo1,3000,500 Cashback,117,251,"? 3,51,000","? 6,27,500","? 2,76,500",79%,134,115%
b6b840,STCBE-1,CAMP_DIW_01,P02,Grocery & Staples,860,33% OFF,244,312,"? 2,09,840","? 1,79,774","-? 30,066",-14%,68,28%
7b49ce,STVJD-1,CAMP_DIW_01,P15,Combo1,3000,500 Cashback,224,685,"? 6,72,000","? 17,12,500","? 10,40,500",155%,461,206%
a107c4,STVJD-0,CAMP_SAN_01,P05,Home Care,55,25% OFF,16,14,? 880,? 578,-? 303,-34%,-2,-13%
4858ab,STBLR-7,CAMP_SAN_01,P14,Home Appliances,1020,BOGOF,124,514,"? 1,26,480","? 5,24,280","? 3,97,800",315%,904,729%
00a7c3,STTRV-1,CAMP_SAN_01,P02,Grocery & Staples,860,33% OFF,231,314,"? 1,98,660","? 1,80,927","-? 17,733",-9%,83,36%
fe68f2,STBLR-2,CAMP_SAN_01,P01,Grocery & Staples,172,33% OFF,304,428,"? 52,288","? 49,323","-? 2,965",-6%,124,41%
c8e17c,STMLR-1,CAMP_DIW_01,P02,Grocery & Staples,860,33% OFF,166,252,"? 1,42,760","? 1,45,202","? 2,442",2%,86,52%
8376c6,STHYD-5,CAMP_SAN_01,P01,Grocery & Staples,172,33% OFF,336,467,"? 57,792","? 53,817","-? 3,975",-7%,131,39%
bf49bf,STCHE-4,CAMP_SAN_01,P14,Home Appliances,1020,BOGOF,111,473,"? 1,13,220","? 4,82,460","? 3,69,240",326%,835,752%
aa54a7,STHYD-1,CAMP_DIW_01,P13,Home Appliances,350,BOGOF,91,281,"? 31,850","? 98,350","? 66,500",209%,471,518%
4aa530,STMYS-0,CAMP_DIW_01,P02,Grocery & Staples,860,33% OFF,465,674,"? 3,99,900","? 3,88,359","-? 11,541",-3%,209,45%
5a4d9d,STCHE-1,CAMP_SAN_01,P02,Grocery & Staples,860,33% OFF,468,599,"? 4,02,480","? 3,45,144","-? 57,336",-14%,131,28%
ce68be,STCHE-3,CAMP_SAN_01,P01,Grocery & Staples,172,33% OFF,310,421,"? 53,320","? 48,516","-? 4,804",-9%,111,36%
9acae6,STMYS-0,CAMP_DIW_01,P05,Home Care,55,25% OFF,73,65,"? 4,015","? 2,681","-? 1,334",-33%,-8,-11%
2ba1ba,STCHE-7,CAMP_SAN_01,P13,Home Appliances,350,BOGOF,106,454,"? 37,100","? 1,58,900","? 1,21,800",328%,802,757%
6909d3,STBLR-2,CAMP_DIW_01,P02,Grocery & Staples,860,33% OFF,390,585,"? 3,35,400","? 3,37,077","? 1,677",1%,195,50%
d5769b,STCBE-2,CAMP_SAN_01,P09,Personal Care,90,25% OFF,42,34,"? 3,780","? 2,295","-? 1,485",-39%,-8,-19%
c0d022,STBLR-6,CAMP_SAN_01,P06,Home Care,415,25% OFF,33,28,"? 13,695","? 8,715","-? 4,980",-36%,-5,-15%
5.80E+27,STMYS-2,CAMP_DIW_01,P07,Home Care,300,BOGOF,73,215,"? 21,900","? 64,500","? 42,600",195%,357,489%
ebbbb9,STVSK-1,CAMP_SAN_01,P05,Home Care,55,25% OFF,19,14,"? 1,045",? 578,-? 468,-45%,-5,-26%
14ff29,STBLR-3,CAMP_SAN_01,P11,Personal Care,190,50% OFF,43,62,"? 8,170","? 5,890","-? 2,280",-28%,19,44%
f39a0c,STHYD-3,CAMP_SAN_01,P09,Personal Care,90,25% OFF,49,37,"? 4,410","? 2,498","-? 1,913",-43%,-12,-24%
5bc324,STTRV-1,CAMP_DIW_01,P14,Home Appliances,1020,BOGOF,19,66,"? 19,380","? 67,320","? 47,940",247%,113,595%
87564a,STCHE-6,CAMP_DIW_01,P04,Grocery & Staples,290,25% OFF,346,269,"? 1,00,340","? 58,508","-? 41,833",-42%,-77,-22%
6ba4b5,STMDU-0,CAMP_SAN_01,P05,Home Care,55,25% OFF,15,12,? 825,? 495,-? 330,-40%,-3,-20%
7cf9ef,STMDU-3,CAMP_DIW_01,P11,Personal Care,190,50% OFF,66,71,"? 12,540","? 6,745","-? 5,795",-46%,5,8%
91649,STMDU-1,CAMP_SAN_01,P13,Home Appliances,350,BOGOF,73,287,"? 25,550","? 1,00,450","? 74,900",293%,501,686%
bfc9da,STBLR-9,CAMP_SAN_01,P04,Grocery & Staples,370,BOGOF,387,1509,"? 1,43,190","? 5,58,330","? 4,15,140",290%,2631,680%
788131,STBLR-3,CAMP_DIW_01,P10,Personal Care,65,50% OFF,108,145,"? 7,020","? 4,713","-? 2,308",-33%,37,34%
9ebcf9,STVSK-4,CAMP_DIW_01,P10,Personal Care,65,50% OFF,80,109,"? 5,200","? 3,543","-? 1,658",-32%,29,36%
b60e6a,STBLR-6,CAMP_SAN_01,P09,Personal Care,90,25% OFF,63,51,"? 5,670","? 3,443","-? 2,228",-39%,-12,-19%
c3b511,STCBE-3,CAMP_SAN_01,P14,Home Appliances,1020,BOGOF,75,297,"? 76,500","? 3,02,940","? 2,26,440",296%,519,692%
de6e7e,STVSK-1,CAMP_SAN_01,P15,Combo1,3000,500 Cashback,88,186,"? 2,64,000","? 4,65,000","? 2,01,000",76%,98,111%
8f80ed,STVSK-3,CAMP_DIW_01,P11,Personal Care,190,50% OFF,52,57,"? 9,880","? 5,415","-? 4,465",-45%,5,10%
a298bc,STVJD-1,CAMP_DIW_01,P07,Home Care,300,BOGOF,33,109,"? 9,900","? 32,700","? 22,800",230%,185,561%
003c65,STBLR-9,CAMP_SAN_01,P13,Home Appliances,350,BOGOF,114,457,"? 39,900","? 1,59,950","? 1,20,050",301%,800,702%
5f313a,STCHE-2,CAMP_DIW_01,P10,Personal Care,65,50% OFF,124,135,"? 8,060","? 4,388","-? 3,673",-46%,11,9%
4f1bb6,STMYS-0,CAMP_SAN_01,P11,Personal Care,190,50% OFF,46,63,"? 8,740","? 5,985","-? 2,755",-32%,17,37%
cd4c5a,STMLR-0,CAMP_SAN_01,P09,Personal Care,90,25% OFF,34,28,"? 3,060","? 1,890","-? 1,170",-38%,-6,-18%
6.59E+23,STVJD-0,CAMP_SAN_01,P01,Grocery & Staples,172,33% OFF,186,252,"? 31,992","? 29,040","-? 2,952",-9%,66,35%
5abaf9,STCHE-3,CAMP_SAN_01,P07,Home Care,300,BOGOF,37,155,"? 11,100","? 46,500","? 35,400",319%,273,738%
bb83e5,STMDU-2,CAMP_DIW_01,P08,Home Care,1190,BOGOF,40,133,"? 47,600","? 1,58,270","? 1,10,670",233%,226,565%
531a22,STBLR-3,CAMP_DIW_01,P11,Personal Care,190,50% OFF,71,90,"? 13,490","? 8,550","-? 4,940",-37%,19,27%
fe1c63,STMYS-3,CAMP_DIW_01,P11,Personal Care,190,50% OFF,71,76,"? 13,490","? 7,220","-? 6,270",-46%,5,7%
6046fa,STBLR-4,CAMP_DIW_01,P12,Personal Care,62,50% OFF,141,180,"? 8,742","? 5,580","-? 3,162",-36%,39,28%
ef95a9,STBLR-3,CAMP_DIW_01,P13,Home Appliances,350,BOGOF,87,298,"? 30,450","? 1,04,300","? 73,850",243%,509,585%
16fb87,STBLR-2,CAMP_SAN_01,P10,Personal Care,50,25% OFF,37,31,"? 1,850","? 1,163",-? 688,-37%,-6,-16%
be3489,STHYD-3,CAMP_DIW_01,P14,Home Appliances,1020,BOGOF,38,119,"? 38,760","? 1,21,380","? 82,620",213%,200,526%
c4a484,STMYS-2,CAMP_DIW_01,P01,Grocery & Staples,172,33% OFF,295,454,"? 50,740","? 52,319","? 1,579",3%,159,54%
fb70b4,STCHE-2,CAMP_DIW_01,P03,Grocery & Staples,156,25% OFF,355,347,"? 55,380","? 40,599","-? 14,781",-27%,-8,-2%
1bfbb8,STCHE-7,CAMP_DIW_01,P12,Personal Care,62,50% OFF,171,222,"? 10,602","? 6,882","-? 3,720",-35%,51,30%
a6276f,STCHE-4,CAMP_DIW_01,P14,Home Appliances,1020,BOGOF,56,224,"? 57,120","? 2,28,480","? 1,71,360",300%,392,700%
f95092,STVSK-1,CAMP_SAN_01,P13,Home Appliances,350,BOGOF,124,500,"? 43,400","? 1,75,000","? 1,31,600",303%,876,706%
da99ec,STCHE-5,CAMP_DIW_01,P14,Home Appliances,1020,BOGOF,54,184,"? 55,080","? 1,87,680","? 1,32,600",241%,314,581%
9c2c14,STVSK-0,CAMP_DIW_01,P14,Home Appliances,1020,BOGOF,29,97,"? 29,580","? 98,940","? 69,360",234%,165,569%
11971a,STHYD-2,CAMP_SAN_01,P11,Personal Care,190,50% OFF,45,62,"? 8,550","? 5,890","-? 2,660",-31%,17,38%
3426bd,STCBE-0,CAMP_DIW_01,P10,Personal Care,65,50% OFF,80,124,"? 5,200","? 4,030","-? 1,170",-23%,44,55%
46021e,STCHE-1,CAMP_SAN_01,P07,Home Care,300,BOGOF,31,79,"? 9,300","? 23,700","? 14,400",155%,127,410%
29687a,STVJD-0,CAMP_SAN_01,P02,Grocery & Staples,860,33% OFF,298,420,"? 2,56,280","? 2,42,004","-? 14,276",-6%,122,41%
655aa2,STHYD-0,CAMP_DIW_01,P10,Personal Care,65,50% OFF,112,170,"? 7,280","? 5,525","-? 1,755",-24%,58,52%
49e9ea,STHYD-2,CAMP_SAN_01,P04,Grocery & Staples,370,BOGOF,415,1672,"? 1,53,550","? 6,18,640","? 4,65,090",303%,2929,706%
0beb9b,STVSK-2,CAMP_SAN_01,P12,Personal Care,62,50% OFF,28,43,"? 1,736","? 1,333",-? 403,-23%,15,54%
29411f,STBLR-6,CAMP_SAN_01,P08,Home Care,1190,BOGOF,69,303,"? 82,110","? 3,60,570","? 2,78,460",339%,537,778%
8ff2bb,STBLR-2,CAMP_SAN_01,P06,Home Care,415,25% OFF,40,33,"? 16,600","? 10,271","-? 6,329",-38%,-7,-18%
918a17,STVSK-1,CAMP_DIW_01,P14,Home Appliances,1020,BOGOF,26,91,"? 26,520","? 92,820","? 66,300",250%,156,600%
1e5c85,STBLR-7,CAMP_DIW_01,P01,Grocery & Staples,172,33% OFF,341,606,"? 58,652","? 69,835","? 11,183",19%,265,78%
7d89b1,STVSK-3,CAMP_DIW_01,P08,Home Care,1190,BOGOF,45,138,"? 53,550","? 1,64,220","? 1,10,670",207%,231,513%
5db3e3,STBLR-2,CAMP_DIW_01,P13,Home Appliances,350,BOGOF,78,274,"? 27,300","? 95,900","? 68,600",251%,470,603%
35637b,STVSK-4,CAMP_DIW_01,P03,Grocery & Staples,156,25% OFF,301,237,"? 46,956","? 27,729","-? 19,227",-41%,-64,-21%
e788e5,STMYS-0,CAMP_SAN_01,P10,Personal Care,50,25% OFF,30,24,"? 1,500",? 900,-? 600,-40%,-6,-20%
5c2d1f,STCBE-2,CAMP_SAN_01,P03,Grocery & Staples,200,BOGOF,304,1340,"? 60,800","? 2,68,000","? 2,07,200",341%,2376,782%
e96e9d,STHYD-1,CAMP_DIW_01,P15,Combo1,3000,500 Cashback,362,959,"? 10,86,000","? 23,97,500","? 13,11,500",121%,597,165%
6a7fa1,STVJD-1,CAMP_SAN_01,P14,Home Appliances,1020,BOGOF,61,243,"? 62,220","? 2,47,860","? 1,85,640",298%,425,697%
1274dc,STCBE-4,CAMP_DIW_01,P09,Personal Care,110,50% OFF,54,68,"? 5,940","? 3,740","-? 2,200",-37%,14,26%
fc7056,STBLR-2,CAMP_DIW_01,P08,Home Care,1190,BOGOF,40,135,"? 47,600","? 1,60,650","? 1,13,050",238%,230,575%
69a46e,STCHE-2,CAMP_DIW_01,P01,Grocery & Staples,172,33% OFF,320,416,"? 55,040","? 47,940","-? 7,100",-13%,96,30%
a05e82,STMYS-3,CAMP_SAN_01,P13,Home Appliances,350,BOGOF,124,527,"? 43,400","? 1,84,450","? 1,41,050",325%,930,750%
da1969,STVSK-1,CAMP_SAN_01,P03,Grocery & Staples,200,BOGOF,322,1291,"? 64,400","? 2,58,200","? 1,93,800",301%,2260,702%
2fc575,STBLR-0,CAMP_DIW_01,P12,Personal Care,62,50% OFF,147,198,"? 9,114","? 6,138","-? 2,976",-33%,51,35%
4ced30,STCHE-3,CAMP_SAN_01,P09,Personal Care,90,25% OFF,60,49,"? 5,400","? 3,308","-? 2,093",-39%,-11,-18%
a37110,STHYD-0,CAMP_DIW_01,P04,Grocery & Staples,290,25% OFF,367,330,"? 1,06,430","? 71,775","-? 34,655",-33%,-37,-10%
8829ef,STCBE-0,CAMP_SAN_01,P12,Personal Care,62,50% OFF,39,61,"? 2,418","? 1,891",-? 527,-22%,22,56%
aa6972,STMDU-0,CAMP_DIW_01,P12,Personal Care,62,50% OFF,103,131,"? 6,386","? 4,061","-? 2,325",-36%,28,27%
dd8425,STCHE-0,CAMP_SAN_01,P11,Personal Care,190,50% OFF,49,71,"? 9,310","? 6,745","-? 2,565",-28%,22,45%
